Num scan;Nom du Locator;X;Y;Z;% NORD;Plancher
3210;R333_01;-1.152778;-5.653842;5.650;50;PLANCHER 03 (+04.00m)
3211;R333_02;-2.779972;-6.992887;5.650;50;PLANCHER 03 (+04.00m)
3212;R333_03;-3.826007;-5.075065;5.650;50;PLANCHER 03 (+04.00m)
3213;R333_04;-5.249605;-3.552606;5.650;50;PLANCHER 03 (+04.00m)
3214;R333_05;-5.071655;-1.081082;5.650;50;PLANCHER 03 (+04.00m)
3215;R333_06;-5.071655;0.480922;5.650;50;PLANCHER 03 (+04.00m)
3216;R331_01;-3.511207;-8.710340;5.650;50;PLANCHER 03 (+04.00m)
3217;R331_02;-3.139500;-10.223718;5.650;50;PLANCHER 03 (+04.00m)
3218;R331_03;-3.325354;-13.170824;5.650;50;PLANCHER 03 (+04.00m)
3219;R331_04;-5.024586;-11.577794;5.650;50;PLANCHER 03 (+04.00m)
3220;R331_05;-6.932490;-10.213535;5.650;50;PLANCHER 03 (+04.00m)
3221;R331_06;-7.982489;-11.293658;5.650;50;PLANCHER 03 (+04.00m)
3222;R332_01;-10.348738;-9.386632;5.650;50;PLANCHER 03 (+04.00m)
3223;R332_02;-10.516741;-7.595827;5.650;50;PLANCHER 03 (+04.00m)
3224;R332_03;-11.986024;-6.998207;5.650;50;PLANCHER 03 (+04.00m)
3225;R332_04;-9.058006;-5.507870;5.650;50;PLANCHER 03 (+04.00m)
3226;R332_05;-7.709626;-7.798492;5.650;50;PLANCHER 03 (+04.00m)
3227;R332_06;-6.851956;-4.749425;5.650;50;PLANCHER 03 (+04.00m)
3228;R322_01;13.299462;-4.191243;5.650;50;PLANCHER 03 (+04.00m)
3229;R322_02;12.291575;-5.773094;5.650;50;PLANCHER 03 (+04.00m)
3230;R322_03;12.072791;-7.012865;5.650;50;PLANCHER 03 (+04.00m)
3231;R322_04;11.733584;-7.308953;5.650;50;PLANCHER 03 (+04.00m)
3232;R322_05;9.208034;-5.133989;5.650;50;PLANCHER 03 (+04.00m)
3233;R322_06;6.959938;-3.260576;5.650;50;PLANCHER 03 (+04.00m)
4015;R330b_01;-15.840987;7.403170;3.650;50;PLANCHER 03 (+04.00m)
4016;R330b_02;-13.338081;10.919321;5.650;50;PLANCHER 03 (+04.00m)
4017;R310a_11;-11.625088;12.966372;5.650;50;PLANCHER 03 (+04.00m)
4018;R310a_12;-8.910404;14.265542;5.650;50;PLANCHER 03 (+04.00m)
4019;R330b_03;-14.107084;7.187974;5.650;50;PLANCHER 03 (+04.00m)
4114;R347_02;-6.453927;0.673409;5.650;50;PLANCHER 03 (+04.00m)
4115;R347_03;-8.248742;-0.878589;5.650;50;PLANCHER 03 (+04.00m)
4116;R347_04;-10.502564;-2.453947;5.650;50;PLANCHER 03 (+04.00m)
4217;R313_09;4.173419;3.269210;5.650;50;PLANCHER 03 (+04.00m)
4218;R313_10;6.214902;-0.048199;5.650;50;PLANCHER 03 (+04.00m)
4219;R321_01;8.511570;1.823160;5.650;50;PLANCHER 03 (+04.00m)
4220;R321_02;10.565049;-0.426019;5.650;50;PLANCHER 03 (+04.00m)
4221;R321_03;12.895536;-0.880748;5.650;50;PLANCHER 03 (+04.00m)
4222;R321_04;13.463948;1.421319;5.650;50;PLANCHER 03 (+04.00m)
4223;R321_05;10.735572;2.273937;5.650;50;PLANCHER 03 (+04.00m)
4227;R322_07;9.482646;-2.675354;5.650;50;PLANCHER 03 (+04.00m)
4228;R322_08;11.376962;-3.778993;5.650;50;PLANCHER 03 (+04.00m)
4097;R312_07;-3.223208;13.365142;5.650;50;PLANCHER 03 (+04.00m)
2001;R441_01;6.818340;8.172501;9.650;50;PLANCHER 04 (+08.00m)
2002;R448_01;4.705017;8.283991;9.650;50;PLANCHER 04 (+08.00m)
2003;R448_02;3.195646;10.476551;9.650;50;PLANCHER 04 (+08.00m)
2004;R448_03;2.996753;13.278256;9.650;50;PLANCHER 04 (+08.00m)
2005;R448_04;7.556421;11.912002;9.650;50;PLANCHER 04 (+08.00m)
2006;R448_05;6.303321;10.408456;9.650;50;PLANCHER 04 (+08.00m)
2007;R448_06;3.444410;7.409230;9.650;50;PLANCHER 04 (+08.00m)
2008;R447_01;-10.499659;9.434277;9.650;50;PLANCHER 04 (+08.00m)
2014;R430a_01;-15.850894;-3.085597;9.650;50;PLANCHER 04 (+08.00m)
2015;R430a_02;-14.129245;-9.359612;9.650;50;PLANCHER 04 (+08.00m)
2016;R430a_03;-12.660914;-11.141918;9.650;50;PLANCHER 04 (+08.00m)
2017;R430a_04;-11.041603;-12.687450;9.650;50;PLANCHER 04 (+08.00m)
2018;R430a_05;-9.109030;-14.466600;9.650;50;PLANCHER 04 (+08.00m)
2019;R430a_06;-6.823180;-15.187555;9.650;50;PLANCHER 04 (+08.00m)
2020;R430a_07;-5.726306;-16.817144;9.650;50;PLANCHER 04 (+08.00m)
2021;R430a_08;-15.983870;-7.678831;9.650;50;PLANCHER 04 (+08.00m)
2022;R430a_09;-16.573949;-3.769082;7.650;50;PLANCHER 04 (+08.00m)
2023;R430a_10;-17.629144;-4.136777;7.650;50;PLANCHER 04 (+08.00m)
2047;R432_01;-9.881532;-8.985850;9.650;50;PLANCHER 04 (+08.00m)
2048;R432_02;-11.946712;-6.208539;9.650;50;PLANCHER 04 (+08.00m)
2049;R432_03;-9.430516;-6.398441;9.650;50;PLANCHER 04 (+08.00m)
2050;R432_04;-8.682778;-3.858506;9.650;50;PLANCHER 04 (+08.00m)
2051;R432_05;-7.379422;-2.898780;9.650;50;PLANCHER 04 (+08.00m)
2052;R433_01;-5.410444;-2.583000;9.000;50;PLANCHER 04 (+08.00m)
2053;R432_06;-5.484745;-6.316629;9.650;50;PLANCHER 04 (+08.00m)
2054;R433_02;-4.908912;-4.477677;9.000;50;PLANCHER 04 (+08.00m)
2055;R433_03;-2.995660;-4.682005;9.000;50;PLANCHER 04 (+08.00m)
2086;R433_04;-3.088536;-6.743860;9.000;50;PLANCHER 04 (+08.00m)
2087;R431_01;-7.856986;-10.672587;9.000;50;PLANCHER 04 (+08.00m)
2088;R431_02;-6.398136;-12.141499;9.000;50;PLANCHER 04 (+08.00m)
2089;R431_03;-4.456576;-12.325734;9.000;50;PLANCHER 04 (+08.00m)
2090;R431_04;-4.397372;-8.793550;9.000;50;PLANCHER 04 (+08.00m)
2091;R422_01;12.712917;-4.017470;9.650;50;PLANCHER 04 (+08.00m)
2092;R422_02;11.151756;-7.064292;9.650;50;PLANCHER 04 (+08.00m)
2093;R422_03;9.990537;-4.975070;9.000;50;PLANCHER 04 (+08.00m)
2094;R422_04;6.769183;-5.121495;9.650;50;PLANCHER 04 (+08.00m)
2095;R423_01;4.247415;-4.454447;9.000;50;PLANCHER 04 (+08.00m)
2096;R423_02;1.725648;-4.828645;9.000;50;PLANCHER 04 (+08.00m)
2097;R422_05;8.366041;-2.246082;9.650;50;PLANCHER 04 (+08.00m)
2098;R423_03;5.788380;-1.300940;9.000;50;PLANCHER 04 (+08.00m)
2099;R423_04;5.387411;1.147838;9.000;50;PLANCHER 04 (+08.00m)
2100;R423_05;7.744506;0.995976;9.000;50;PLANCHER 04 (+08.00m)
2110;R430a_11;-4.382138;-15.164475;9.650;50;PLANCHER 04 (+08.00m)
3001;R420a_01;14.636223;-7.052459;9.650;50;PLANCHER 04 (+08.00m)
3002;R420a_02;15.312670;-5.577842;9.650;50;PLANCHER 04 (+08.00m)
3003;R420a_03;17.426803;-4.463117;9.650;50;PLANCHER 04 (+08.00m)
3004;R420a_04;13.916800;-8.612359;9.650;50;PLANCHER 04 (+08.00m)
3005;R420a_05;16.670840;-7.102581;9.650;50;PLANCHER 04 (+08.00m)
3006;R420a_06;16.380771;-2.661166;9.650;50;PLANCHER 04 (+08.00m)
3007;R420a_07;16.648601;-0.141406;9.650;50;PLANCHER 04 (+08.00m)
3008;R420a_08;16.358580;1.943982;9.650;50;PLANCHER 04 (+08.00m)
3009;R420a_09;17.408179;3.905075;9.650;50;PLANCHER 04 (+08.00m)
3010;R410b_01;15.656515;5.269164;9.650;50;PLANCHER 04 (+08.00m)
3011;R410b_02;14.254861;7.701446;9.650;50;PLANCHER 04 (+08.00m)
3012;R410b_03;13.680092;9.882923;9.650;50;PLANCHER 04 (+08.00m)
3013;R410b_04;11.495501;11.676344;9.650;50;PLANCHER 04 (+08.00m)
3041;R441_02;9.787108;4.494950;9.650;50;PLANCHER 04 (+08.00m)
3042;R441_03;8.200890;4.486204;9.650;50;PLANCHER 04 (+08.00m)
3043;R441_04;5.681650;5.087814;9.650;50;PLANCHER 04 (+08.00m)
3044;R441_05;7.549147;7.406517;9.650;50;PLANCHER 04 (+08.00m)
3045;R441_06;10.006743;6.584181;9.650;50;PLANCHER 04 (+08.00m)
3046;R441_07;12.609433;6.618427;9.650;50;PLANCHER 04 (+08.00m)
3047;R441_08;11.376580;8.450583;9.650;50;PLANCHER 04 (+08.00m)
3048;R441_09;13.859408;5.608173;9.650;50;PLANCHER 04 (+08.00m)
4001;R430b_01;-13.480089;10.423399;9.650;50;PLANCHER 04 (+08.00m)
4002;R430b_02;-14.976080;6.111425;9.650;50;PLANCHER 04 (+08.00m)
4003;R430b_03;-15.859055;7.400598;7.650;50;PLANCHER 04 (+08.00m)
4004;R410a_01;-11.640749;12.305747;9.650;50;PLANCHER 04 (+08.00m)
4005;R410a_02;-10.535712;14.581201;9.650;50;PLANCHER 04 (+08.00m)
4006;R410a_03;-7.917618;14.422011;9.650;50;PLANCHER 04 (+08.00m)
4007;R410a_04;-5.253609;15.366695;9.650;50;PLANCHER 04 (+08.00m)
4008;R410a_05;-3.477603;17.596150;9.650;50;PLANCHER 04 (+08.00m)
4009;R410a_06;-1.159570;16.416217;9.200;50;PLANCHER 04 (+08.00m)
4010;R410a_07;1.507450;16.966457;9.200;50;PLANCHER 04 (+08.00m)
4011;R410a_08;3.546854;16.368901;9.200;50;PLANCHER 04 (+08.00m)
4012;R410a_09;6.689565;15.561311;9.200;50;PLANCHER 04 (+08.00m)
4013;R410a_10;9.014169;13.121627;9.650;50;PLANCHER 04 (+08.00m)
4014;R410a_11;11.057009;13.967946;9.650;50;PLANCHER 04 (+08.00m)
4034;R413_01;-6.058995;6.354233;9.650;50;PLANCHER 04 (+08.00m)
4035;R413_02;-4.886624;6.473777;8.200;50;PLANCHER 04 (+08.00m)
4036;R411_01;-5.155133;7.560137;9.000;50;PLANCHER 04 (+08.00m)
4037;R411_02;-5.419981;8.481740;9.200;50;PLANCHER 04 (+08.00m)
4038;R411_03;-7.344890;7.283212;9.200;50;PLANCHER 04 (+08.00m)
4039;R413_03;-5.403890;4.082059;9.650;50;PLANCHER 04 (+08.00m)
4091;SAP_01;16.678405;8.648747;9.650;50;PLANCHER 04 (+08.00m)
4092;SAP_02;19.106173;9.942375;9.650;50;PLANCHER 04 (+08.00m)
4093;R420a_10;17.822212;0.440209;8.150;50;PLANCHER 04 (+08.00m)
4094;R411_04;-5.500321;12.377454;9.200;50;PLANCHER 04 (+08.00m)
4095;R411_05;-8.716980;10.723172;9.200;50;PLANCHER 04 (+08.00m)
4096;R411_06;-8.686996;9.622085;9.200;50;PLANCHER 04 (+08.00m)
4098;R412_01;-1.174531;13.274869;9.650;50;PLANCHER 04 (+08.00m)
4099;R412_02;-2.845418;12.199246;9.650;50;PLANCHER 04 (+08.00m)
4100;R412_03;0.882848;12.268077;9.650;50;PLANCHER 04 (+08.00m)
4101;R412_04;-0.967767;11.019734;8.400;50;PLANCHER 04 (+08.00m)
4102;R412_05;1.233260;8.643501;9.650;50;PLANCHER 04 (+08.00m)
4103;R413_04;1.067733;6.449608;9.650;50;PLANCHER 04 (+08.00m)
4104;R412_06;-1.592344;8.459067;9.000;50;PLANCHER 04 (+08.00m)
4105;R412_07;-2.707438;8.788703;9.650;50;PLANCHER 04 (+08.00m)
4106;R413_05;-3.271932;4.736633;9.650;50;PLANCHER 04 (+08.00m)
4107;R413_06;-1.805700;6.338457;9.000;50;PLANCHER 04 (+08.00m)
4224;R421_01;13.062129;-0.732470;9.650;50;PLANCHER 04 (+08.00m)
4225;R421_02;13.975903;1.276548;9.650;50;PLANCHER 04 (+08.00m)
4226;R421_03;13.397450;2.545932;9.650;50;PLANCHER 04 (+08.00m)
4235;R433_05;-0.615390;-5.386950;9.000;50;PLANCHER 04 (+08.00m)
4234;R422_06;7.053093;-3.260538;9.650;50;PLANCHER 04 (+08.00m)
2009;R511_01;-8.427101;10.403820;12.050;50;PLANCHER 05 (+11.00m)
2010;R511_02;-5.326463;12.136077;12.050;50;PLANCHER 05 (+11.00m)
2011;R511_03;-4.794772;8.802783;12.050;50;PLANCHER 05 (+11.00m)
2012;R511_04;-7.023785;8.168843;12.050;50;PLANCHER 05 (+11.00m)
2013;R511_05;-4.470504;5.564103;12.550;50;PLANCHER 05 (+11.00m)
2037;R531_01;-5.256519;-12.671294;12.050;50;PLANCHER 05 (+11.00m)
2038;R531_02;-7.905614;-10.797544;12.050;50;PLANCHER 05 (+11.00m)
2039;R531_03;-5.138063;-8.773033;12.050;50;PLANCHER 05 (+11.00m)
2040;R531_04;-3.559464;-10.828673;12.050;50;PLANCHER 05 (+11.00m)
2041;R531_05;-3.633862;-7.146316;12.650;50;PLANCHER 05 (+11.00m)
2042;R531_06;-4.709692;-7.873168;12.650;50;PLANCHER 05 (+11.00m)
2043;R531_07;-8.768468;-10.748134;12.650;50;PLANCHER 05 (+11.00m)
2044;R531_08;-5.555270;-12.862080;12.650;50;PLANCHER 05 (+11.00m)
3032;R521_01;13.302613;2.305727;12.050;50;PLANCHER 05 (+11.00m)
3033;R521_02;13.828685;0.411868;12.050;50;PLANCHER 05 (+11.00m)
3034;R521_03;13.407827;-1.429383;12.050;50;PLANCHER 05 (+11.00m)
3035;R521_04;10.382915;-0.140507;12.050;50;PLANCHER 05 (+11.00m)
3036;R521_05;11.101716;2.338627;12.050;50;PLANCHER 05 (+11.00m)
3037;R521_06;9.795702;2.716120;11.550;50;PLANCHER 05 (+11.00m)
3038;R521_07;9.032127;2.316152;11.550;50;PLANCHER 05 (+11.00m)
3039;R521_08;7.468616;2.425234;11.550;50;PLANCHER 05 (+11.00m)
3040;R521_09;7.380678;2.541914;12.650;50;PLANCHER 05 (+11.00m)
3049;R510a_01;1.990886;17.926916;12.650;50;PLANCHER 05 (+11.00m)
3050;R510a_02;-0.142791;16.981156;12.650;50;PLANCHER 05 (+11.00m)
3051;R510a_03;-2.137895;17.724430;11.800;50;PLANCHER 05 (+11.00m)
3052;R510a_04;-3.454924;17.685310;12.650;50;PLANCHER 05 (+11.00m)
3053;R510a_05;-4.401477;16.496619;12.650;50;PLANCHER 05 (+11.00m)
3054;R510a_06;-6.117940;16.798814;11.800;50;PLANCHER 05 (+11.00m)
3055;R510a_07;-7.894865;16.160570;12.650;50;PLANCHER 05 (+11.00m)
3056;R510a_08;-8.027830;14.939706;12.650;50;PLANCHER 05 (+11.00m)
3057;R510a_09;-9.925610;14.903443;11.800;50;PLANCHER 05 (+11.00m)
3058;R510a_10;-10.856368;14.286966;12.650;50;PLANCHER 05 (+11.00m)
3059;R510a_11;-12.198110;13.199067;12.650;50;PLANCHER 05 (+11.00m)
3060;R530b_01;-11.983019;11.447407;12.650;50;PLANCHER 05 (+11.00m)
3061;R530b_02;-12.790417;9.898384;12.650;50;PLANCHER 05 (+11.00m)
3062;R530b_03;-14.414433;10.883829;12.650;50;PLANCHER 05 (+11.00m)
3064;R530a_01;-16.287988;-7.679621;12.650;50;PLANCHER 05 (+11.00m)
3065;R530a_02;-14.486923;-7.064257;12.650;50;PLANCHER 05 (+11.00m)
3066;R530a_03;-14.004147;-8.727408;12.650;50;PLANCHER 05 (+11.00m)
3067;R530a_04;-12.469978;-10.793027;12.650;50;PLANCHER 05 (+11.00m)
3068;R530a_05;-10.394091;-12.640567;12.650;50;PLANCHER 05 (+11.00m)
3069;R530a_06;-7.422282;-14.556533;12.650;50;PLANCHER 05 (+11.00m)
3070;R530a_07;-5.028523;-17.053647;12.650;50;PLANCHER 05 (+11.00m)
3071;R530a_08;-16.529503;-3.729369;11.650;50;PLANCHER 05 (+11.00m)
3072;R530a_09;-17.616187;-4.129909;11.650;50;PLANCHER 05 (+11.00m)
3073;R530b_04;-15.402529;7.113549;11.650;50;PLANCHER 05 (+11.00m)
3074;R530b_05;-16.299001;7.611589;11.650;50;PLANCHER 05 (+11.00m)
3104;R510a_12;3.103645;16.679824;12.650;50;PLANCHER 05 (+11.00m)
3105;R510a_13;5.235176;16.769889;12.650;50;PLANCHER 05 (+11.00m)
3106;R510a_14;5.631810;14.976516;12.650;50;PLANCHER 05 (+11.00m)
3107;R510a_15;6.852344;15.850910;12.650;50;PLANCHER 05 (+11.00m)
3108;R510a_16;7.564431;14.170413;12.650;50;PLANCHER 05 (+11.00m)
3109;R510a_17;9.289858;14.774862;12.650;50;PLANCHER 05 (+11.00m)
4040;R541_01;3.307531;6.074418;12.650;50;PLANCHER 05 (+11.00m)
4041;R548_01;3.119064;9.118717;12.650;50;PLANCHER 05 (+11.00m)
4042;R548_02;3.037406;11.143827;12.650;50;PLANCHER 05 (+11.00m)
4043;R548_03;4.637896;8.759423;12.650;50;PLANCHER 05 (+11.00m)
4044;R548_04;6.303713;10.474234;12.650;50;PLANCHER 05 (+11.00m)
4045;R548_05;5.127843;12.613666;12.650;50;PLANCHER 05 (+11.00m)
4046;R548_06;3.249716;13.250595;12.650;50;PLANCHER 05 (+11.00m)
4047;R548_07;7.871591;11.870642;12.650;50;PLANCHER 05 (+11.00m)
4048;R541_02;4.197991;4.804307;12.650;50;PLANCHER 05 (+11.00m)
4049;R541_03;5.756601;6.070677;12.650;50;PLANCHER 05 (+11.00m)
4050;R541_04;8.133481;6.168090;12.650;50;PLANCHER 05 (+11.00m)
4051;R541_05;10.802600;6.246021;12.650;50;PLANCHER 05 (+11.00m)
4052;R541_06;13.783441;5.739473;12.650;50;PLANCHER 05 (+11.00m)
4053;R541_07;6.509427;4.500089;12.650;50;PLANCHER 05 (+11.00m)
4054;R541_08;7.956115;4.533362;12.650;50;PLANCHER 05 (+11.00m)
4055;R510b_01;16.134255;6.237017;12.650;50;PLANCHER 05 (+11.00m)
4056;R510b_02;14.417654;7.331661;12.650;50;PLANCHER 05 (+11.00m)
4057;R510b_03;12.626418;10.242419;12.650;50;PLANCHER 05 (+11.00m)
4058;R510a_18;10.338139;12.329435;12.650;50;PLANCHER 05 (+11.00m)
4059;R510a_19;11.022168;13.360321;12.650;50;PLANCHER 05 (+11.00m)
4060;R510a_20;11.313841;13.148196;12.650;50;PLANCHER 05 (+11.00m)
4061;R510b_04;12.480057;11.832190;12.650;50;PLANCHER 05 (+11.00m)
4062;R510b_05;14.047843;9.897277;12.650;50;PLANCHER 05 (+11.00m)
4063;R510b_06;15.375002;8.017137;12.650;50;PLANCHER 05 (+11.00m)
4064;R510b_07;17.298968;5.100482;12.650;50;PLANCHER 05 (+11.00m)
4065;R520a_01;16.133911;3.735621;12.650;50;PLANCHER 05 (+11.00m)
4077;R520a_02;17.578401;3.356799;12.650;50;PLANCHER 05 (+11.00m)
4078;R520a_03;16.398117;1.960407;12.650;50;PLANCHER 05 (+11.00m)
4079;R520a_04;17.543232;-3.132071;12.650;50;PLANCHER 05 (+11.00m)
4080;R520a_05;16.537173;-0.799614;12.650;50;PLANCHER 05 (+11.00m)
4081;R520a_06;17.903093;0.352044;12.650;50;PLANCHER 05 (+11.00m)
4082;R520a_07;15.739326;-4.331642;12.650;50;PLANCHER 05 (+11.00m)
4083;R520a_08;14.588843;-7.234972;12.650;50;PLANCHER 05 (+11.00m)
4084;R520a_09;12.682445;-10.063140;12.650;50;PLANCHER 05 (+11.00m)
4085;R520a_10;9.809273;-13.003156;12.650;50;PLANCHER 05 (+11.00m)
4086;R520a_11;5.913698;-15.061196;12.650;50;PLANCHER 05 (+11.00m)
4087;R520a_12;5.766695;-16.923232;12.650;50;PLANCHER 05 (+11.00m)
4088;R520b_01;3.278156;-17.653365;12.650;50;PLANCHER 05 (+11.00m)
4089;R520b_02;0.052062;-17.972088;12.650;50;PLANCHER 05 (+11.00m)
4090;R520b_03;-2.669916;-17.605080;12.650;50;PLANCHER 05 (+11.00m)
4108;R512_01;0.418564;6.371984;12.650;50;PLANCHER 05 (+11.00m)
4109;R512_02;1.158511;8.304532;12.650;50;PLANCHER 05 (+11.00m)
4110;R512_03;-2.561937;8.544810;12.650;50;PLANCHER 05 (+11.00m)
4111;R512_04;0.481922;13.695814;12.650;50;PLANCHER 05 (+11.00m)
4112;R512_05;0.735231;12.533548;12.650;50;PLANCHER 05 (+11.00m)
4113;R512_06;-2.937658;12.290310;12.650;50;PLANCHER 05 (+11.00m)
4229;R522_01;11.705925;-7.289977;12.650;50;PLANCHER 05 (+11.00m)
4230;R522_02;10.691641;-6.954654;12.650;50;PLANCHER 05 (+11.00m)
4231;R522_03;12.154057;-3.645937;12.650;50;PLANCHER 05 (+11.00m)
4232;R522_04;8.280387;-2.296235;12.650;50;PLANCHER 05 (+11.00m)
4233;R522_05;7.359916;-5.145313;12.650;50;PLANCHER 05 (+11.00m)
2287;R532_01;-10.231265;-8.726756;12.650;50;PLANCHER 05 (+11.00m)
4020;R511_06;-6.761031;7.173323;15.250;50;PLANCHER 05 (+11.00m)
4021;R511_07;-4.542550;7.182162;15.250;50;PLANCHER 05 (+11.00m)
4022;R511_08;-4.719321;8.446077;15.250;50;PLANCHER 05 (+11.00m)
4023;R511_09;-5.134734;12.971424;15.250;50;PLANCHER 05 (+11.00m)
4024;R511_10;-9.076736;10.735266;15.250;50;PLANCHER 05 (+11.00m)
1081;R622_03;7.860927;-5.768038;17.650;50;PLANCHER 06 (+16.00m)
1082;R622_04;11.039846;-6.782776;17.650;50;PLANCHER 06 (+16.00m)
1083;R622_05;12.346296;-3.635969;17.650;50;PLANCHER 06 (+16.00m)
1084;R622_06;8.540498;-2.571223;17.650;50;PLANCHER 06 (+16.00m)
1085;R622_07;10.458710;-2.160205;17.650;50;PLANCHER 06 (+16.00m)
2056;R630a_01;-14.527818;-7.233543;17.650;50;PLANCHER 06 (+16.00m)
2057;R630a_02;-12.798982;-9.754672;17.650;50;PLANCHER 06 (+16.00m)
2058;R630a_03;-10.642329;-12.141368;17.650;50;PLANCHER 06 (+16.00m)
2059;R630a_04;-8.571941;-13.866691;17.650;50;PLANCHER 06 (+16.00m)
2060;R630a_05;-6.098978;-15.333216;17.650;50;PLANCHER 06 (+16.00m)
2061;R630a_06;-4.693813;-17.248738;17.650;50;PLANCHER 06 (+16.00m)
2062;R620b_01;-2.389851;-17.760730;17.650;50;PLANCHER 06 (+16.00m)
2063;R620b_02;1.285964;-17.910168;17.650;50;PLANCHER 06 (+16.00m)
2064;R620a_01;5.574494;-17.184745;17.650;50;PLANCHER 06 (+16.00m)
2065;R620a_02;8.278891;-14.254433;17.650;50;PLANCHER 06 (+16.00m)
2066;R620a_03;10.268122;-12.855229;17.650;50;PLANCHER 06 (+16.00m)
2067;R620a_04;12.404169;-10.651534;17.650;50;PLANCHER 06 (+16.00m)
2068;R620a_05;14.524658;-7.219244;17.650;50;PLANCHER 06 (+16.00m)
2069;R620a_06;16.274023;-3.607114;17.650;50;PLANCHER 06 (+16.00m)
2070;R610a_01;1.971544;16.248543;17.650;50;PLANCHER 06 (+16.00m)
2071;R610a_02;1.965711;17.670507;17.650;50;PLANCHER 06 (+16.00m)
2072;R610a_03;-0.208143;17.912047;17.650;50;PLANCHER 06 (+16.00m)
2073;R610a_04;-2.427285;17.761084;17.650;50;PLANCHER 06 (+16.00m)
2074;R610a_05;-4.133157;17.504449;17.650;50;PLANCHER 06 (+16.00m)
2075;R610a_06;-6.523126;16.728170;17.650;50;PLANCHER 06 (+16.00m)
2076;R610a_07;-8.327685;15.937744;17.650;50;PLANCHER 06 (+16.00m)
2077;R610a_08;-10.669137;14.461287;17.650;50;PLANCHER 06 (+16.00m)
2078;R610a_09;-11.593787;13.834911;17.650;50;PLANCHER 06 (+16.00m)
2079;R610a_10;-12.414876;13.059914;17.650;50;PLANCHER 06 (+16.00m)
2080;R630b_01;-12.725418;10.741578;17.650;50;PLANCHER 06 (+16.00m)
2081;R630b_02;-14.301195;10.947237;17.650;50;PLANCHER 06 (+16.00m)
2082;R630b_03;-12.246367;10.464637;16.400;50;PLANCHER 06 (+16.00m)
2131;R610a_11;4.640340;16.533611;17.650;50;PLANCHER 06 (+16.00m)
2132;R610a_12;7.798449;16.221271;17.650;50;PLANCHER 06 (+16.00m)
2133;R610a_13;8.700765;14.173706;17.650;50;PLANCHER 06 (+16.00m)
2134;R610a_14;10.435990;12.646708;17.650;50;PLANCHER 06 (+16.00m)
2135;R610b_01;11.407716;11.327938;17.650;50;PLANCHER 06 (+16.00m)
2136;R610b_02;12.726487;9.835644;17.650;50;PLANCHER 06 (+16.00m)
2137;R610b_03;14.775866;8.166666;17.650;50;PLANCHER 06 (+16.00m)
2138;R610b_04;15.158697;5.793805;17.650;50;PLANCHER 06 (+16.00m)
2139;R620a_07;17.542609;3.773541;17.650;50;PLANCHER 06 (+16.00m)
2140;R620a_08;16.572882;0.258281;17.650;50;PLANCHER 06 (+16.00m)
2141;R620a_09;17.623420;-3.095358;17.650;50;PLANCHER 06 (+16.00m)
2142;R620a_10;17.899603;0.378689;17.650;50;PLANCHER 06 (+16.00m)
2143;R623_01;6.373941;2.468108;17.650;50;PLANCHER 06 (+16.00m)
2144;R623_02;8.607525;2.468108;17.650;50;PLANCHER 06 (+16.00m)
2145;R641_01;11.055306;8.968319;17.650;50;PLANCHER 06 (+16.00m)
2146;R641_02;9.611088;7.614365;17.650;50;PLANCHER 06 (+16.00m)
2147;R641_03;8.106694;6.260410;17.650;50;PLANCHER 06 (+16.00m)
2148;R641_04;9.520824;4.455138;17.650;50;PLANCHER 06 (+16.00m)
2149;R641_05;10.814603;4.485226;17.650;50;PLANCHER 06 (+16.00m)
2150;R641_06;10.724339;6.440938;17.650;50;PLANCHER 06 (+16.00m)
2151;R641_07;13.200190;6.436481;17.650;50;PLANCHER 06 (+16.00m)
3063;R630b_04;-16.308553;7.667505;15.650;50;PLANCHER 06 (+16.00m)
3075;R630b_05;-15.854627;6.517071;15.650;50;PLANCHER 06 (+16.00m)
3076;R630a_07;-16.810375;4.766232;15.150;50;PLANCHER 06 (+16.00m)
3077;R630a_08;-17.702887;1.859522;15.150;50;PLANCHER 06 (+16.00m)
3078;R630a_09;-17.720299;0.026758;15.150;50;PLANCHER 06 (+16.00m)
3079;R630a_10;-16.819596;-2.997992;15.650;50;PLANCHER 06 (+16.00m)
3080;R630a_11;-17.411102;-4.167562;15.650;50;PLANCHER 06 (+16.00m)
4025;R611_01;-7.017349;6.890489;17.450;50;PLANCHER 06 (+16.00m)
4026;R611_02;-4.878416;7.102615;17.450;50;PLANCHER 06 (+16.00m)
4027;R612_03;-1.802594;7.544543;17.450;50;PLANCHER 06 (+16.00m)
4028;R612_04;1.131811;7.880409;17.450;50;PLANCHER 06 (+16.00m)
4029;R612_05;-2.421294;8.684719;17.650;50;PLANCHER 06 (+16.00m)
4030;R612_06;-2.863841;11.350772;17.650;50;PLANCHER 06 (+16.00m)
4031;R612_07;-1.078003;12.288337;17.650;50;PLANCHER 06 (+16.00m)
4032;R612_08;0.886419;12.042784;17.650;50;PLANCHER 06 (+16.00m)
4033;R612_09;1.076744;9.089471;17.650;50;PLANCHER 06 (+16.00m)
4212;R648_05;6.523337;10.540818;17.650;50;PLANCHER 06 (+16.00m)
4213;R648_06;6.275857;13.015617;17.650;50;PLANCHER 06 (+16.00m)
4214;R648_07;3.995507;13.722702;17.650;50;PLANCHER 06 (+16.00m)
4215;R648_08;3.341453;11.919635;17.650;50;PLANCHER 06 (+16.00m)
