Num scan;Locator;X;Y;Z;Delta;Hauteur/cm;Zcorrige;% NORD;PlancherMS
2032;R320b_01;-3.819;-16.568;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2033;R330a_09;-15.461;-4.405;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2034;R347_01;-13.521;-3.454;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2035;R320b_02;-0.916;-16.962;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2036;R320b_03;3.051;-16.530;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2045;R345_01;3.624;-8.549;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2046;R345_02;3.733;-11.155;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2101;R341_01;12.008;6.970;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2102;R341_02;13.272;6.104;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2103;R341_03;9.600;5.282;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2104;R341_04;10.306;8.305;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2105;R341_05;8.630;9.949;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2106;R341_06;6.724;8.075;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2107;R341_07;5.984;4.789;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2108;R348_01;3.667;7.057;4.000;-0.400;165.000;5.250;50;PLANCHER 03 (+04.00m)
2109;R348_02;4.702;8.519;4.000;-0.400;165.000;5.250;50;PLANCHER 03 (+04.00m)
2111;R346_01;-0.961;-8.447;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2112;R346_02;0.858;-8.498;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2113;R346_03;0.681;-11.934;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2114;R346_04;2.349;-13.475;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3014;R310a_01;10.845;13.044;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3015;R310b_01;12.281;11.428;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3016;R310b_02;13.646;9.579;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3017;R310b_03;14.993;7.316;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3018;R310b_04;16.178;4.964;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3019;R320a_01;17.523;4.002;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3020;R320a_02;16.567;3.126;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3021;R320a_03;16.551;1.357;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3022;R320a_04;16.567;-0.587;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3023;R320a_05;16.595;-2.099;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3024;R320a_06;17.616;-3.003;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3025;R320a_07;16.229;-5.198;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3026;R320a_08;15.503;-7.312;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3027;R320a_09;13.492;-8.913;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3028;R320a_10;12.711;-11.387;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3029;R320a_11;11.357;-12.840;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3030;R320a_12;9.085;-14.387;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3031;R320a_13;6.326;-15.829;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3110;R310a_02;-6.882;15.406;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3111;R310a_03;-4.697;16.155;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3112;R310a_04;-2.792;16.691;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3113;R310a_05;-0.475;16.915;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3114;R310a_06;1.572;16.833;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3115;R310a_07;3.595;16.532;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3116;R310a_08;5.608;15.906;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3117;R310a_09;7.314;15.141;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3118;R310a_10;9.098;14.142;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3207;R313_06;4.788;-3.700;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3208;R313_07;2.574;-5.556;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3209;R313_08;1.135;-5.586;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3210;R333_01;-1.153;-5.654;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3211;R333_02;-2.780;-6.993;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3212;R333_03;-3.826;-5.075;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3213;R333_04;-5.250;-3.553;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3214;R333_05;-5.072;-1.081;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3215;R333_06;-5.072;0.481;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3216;R331_01;-3.511;-8.710;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3217;R331_02;-3.140;-10.224;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3218;R331_03;-3.325;-13.171;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3219;R331_04;-5.025;-11.578;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3220;R331_05;-6.932;-10.214;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3221;R331_06;-7.982;-11.294;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3222;R332_01;-10.349;-9.387;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3223;R332_02;-10.517;-7.596;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3224;R332_03;-11.986;-6.998;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3225;R332_04;-9.058;-5.508;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3226;R332_05;-7.710;-7.798;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3227;R332_06;-6.852;-4.749;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3228;R322_01;13.299;-4.191;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3229;R322_02;12.292;-5.773;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3230;R322_03;12.073;-7.013;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3231;R322_04;11.734;-7.309;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3232;R322_05;9.208;-5.134;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
3233;R322_06;6.960;-3.261;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4015;R330b_01;-15.841;7.403;4.000;-2.000;165.000;3.650;50;PLANCHER 03 (+04.00m)
4016;R330b_02;-13.338;10.919;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4017;R310a_11;-11.625;12.966;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4018;R310a_12;-8.910;14.266;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4019;R330b_03;-14.107;7.188;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4114;R347_02;-6.454;0.673;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4115;R347_03;-8.249;-0.879;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4116;R347_04;-10.503;-2.454;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4217;R313_09;4.173;3.269;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4218;R313_10;6.215;-0.048;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4219;R321_01;8.512;1.823;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4220;R321_02;10.565;-0.426;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4221;R321_03;12.896;-0.881;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4222;R321_04;13.464;1.421;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4223;R321_05;10.736;2.274;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4227;R322_07;9.483;-2.675;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4228;R322_08;11.377;-3.779;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
4097;R312_07;-3.223;13.365;4.000;;165.000;5.650;50;PLANCHER 03 (+04.00m)
2001;R441_01;6.818;8.173;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2002;R448_01;4.705;8.284;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2003;R448_02;3.196;10.477;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2004;R448_03;2.997;13.278;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2005;R448_04;7.556;11.912;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2006;R448_05;6.303;10.408;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2007;R448_06;3.444;7.409;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2008;R447_01;-10.500;9.434;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2014;R430a_01;-15.851;-3.086;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2015;R430a_02;-14.129;-9.360;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2016;R430a_03;-12.661;-11.142;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2017;R430a_04;-11.042;-12.687;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2018;R430a_05;-9.109;-14.467;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2019;R430a_06;-6.823;-15.188;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2020;R430a_07;-5.726;-16.817;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2021;R430a_08;-15.984;-7.679;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2022;R430a_09;-16.574;-3.769;8.000;-2.000;165.000;7.650;50;PLANCHER 04 (+08.00m)
2023;R430a_10;-17.629;-4.137;8.000;-2.000;165.000;7.650;50;PLANCHER 04 (+08.00m)
2047;R432_01;-9.882;-8.986;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2048;R432_02;-11.947;-6.209;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2049;R432_03;-9.431;-6.398;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2050;R432_04;-8.683;-3.859;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2051;R432_05;-7.379;-2.899;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2052;R433_01;-5.410;-2.583;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2053;R432_06;-5.485;-6.317;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2054;R433_02;-4.909;-4.478;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2055;R433_03;-2.996;-4.682;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2086;R433_04;-3.089;-6.744;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2087;R431_01;-7.857;-10.673;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2088;R431_02;-6.398;-12.141;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2089;R431_03;-4.457;-12.326;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2090;R431_04;-4.397;-8.794;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2091;R422_01;12.713;-4.017;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2092;R422_02;11.152;-7.064;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2093;R422_03;9.991;-4.975;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2094;R422_04;6.769;-5.121;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2095;R423_01;4.247;-4.454;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2096;R423_02;1.726;-4.829;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2097;R422_05;8.366;-2.246;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2098;R423_03;5.788;-1.301;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2099;R423_04;5.387;1.148;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2100;R423_05;7.745;0.996;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
2110;R430a_11;-4.382;-15.164;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3001;R420a_01;14.636;-7.052;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3002;R420a_02;15.313;-5.578;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3003;R420a_03;17.427;-4.463;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3004;R420a_04;13.917;-8.612;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3005;R420a_05;16.671;-7.103;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3006;R420a_06;16.381;-2.661;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3007;R420a_07;16.649;-0.141;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3008;R420a_08;16.359;1.944;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3009;R420a_09;17.408;3.905;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3010;R410b_01;15.657;5.269;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3011;R410b_02;14.255;7.701;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3012;R410b_03;13.680;9.883;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3013;R410b_04;11.496;11.676;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3041;R441_02;9.787;4.495;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3042;R441_03;8.201;4.486;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3043;R441_04;5.682;5.088;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3044;R441_05;7.549;7.407;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3045;R441_06;10.007;6.584;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3046;R441_07;12.609;6.618;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3047;R441_08;11.377;8.451;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
3048;R441_09;13.859;5.608;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4001;R430b_01;-13.480;10.423;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4002;R430b_02;-14.976;6.111;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4003;R430b_03;-15.859;7.401;8.000;-2.000;165.000;7.650;50;PLANCHER 04 (+08.00m)
4004;R410a_01;-11.641;12.306;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4005;R410a_02;-10.536;14.581;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4006;R410a_03;-7.918;14.422;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4007;R410a_04;-5.254;15.367;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4008;R410a_05;-3.478;17.596;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4009;R410a_06;-1.160;16.416;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4010;R410a_07;1.507;16.966;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4011;R410a_08;3.547;16.369;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4012;R410a_09;6.690;15.561;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4013;R410a_10;9.014;13.122;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4014;R410a_11;11.057;13.968;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4034;R413_01;-6.059;6.354;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4035;R413_02;-4.887;6.474;8.000;;20.000;8.200;50;PLANCHER 04 (+08.00m)
4036;R411_01;-5.155;7.560;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
4037;R411_02;-5.420;8.482;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4038;R411_03;-7.345;7.283;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4039;R413_03;-5.404;4.082;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4091;SAP_01;16.678;8.649;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4092;SAP_02;19.106;9.942;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4093;R420a_10;17.822;0.440;8.000;-1.500;165.000;8.150;50;PLANCHER 04 (+08.00m)
4094;R411_04;-5.500;12.377;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4095;R411_05;-8.717;10.723;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4096;R411_06;-8.687;9.622;8.000;;120.000;9.200;50;PLANCHER 04 (+08.00m)
4098;R412_01;-1.175;13.275;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4099;R412_02;-2.845;12.199;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4100;R412_03;0.883;12.268;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4101;R412_04;-0.968;11.020;8.000;;40.000;8.400;50;PLANCHER 04 (+08.00m)
4102;R412_05;1.233;8.644;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4103;R413_04;1.068;6.450;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4104;R412_06;-1.592;8.459;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
4105;R412_07;-2.707;8.789;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4106;R413_05;-3.272;4.737;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4107;R413_06;-1.806;6.338;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
4224;R421_01;13.062;-0.732;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4225;R421_02;13.976;1.277;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4226;R421_03;13.397;2.546;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
4235;R433_05;-0.615;-5.387;8.000;;100.000;9.000;50;PLANCHER 04 (+08.00m)
4234;R422_06;7.053;-3.261;8.000;;165.000;9.650;50;PLANCHER 04 (+08.00m)
2009;R511_01;-8.427;10.404;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2010;R511_02;-5.326;12.136;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2011;R511_03;-4.795;8.803;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2012;R511_04;-7.024;8.169;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2013;R511_05;-4.471;5.564;11.000;-0.100;165.000;12.550;50;PLANCHER 05 (+11.00m)
2037;R531_01;-5.257;-12.671;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2038;R531_02;-7.906;-10.798;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2039;R531_03;-5.138;-8.773;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2040;R531_04;-3.559;-10.829;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
2041;R531_05;-3.634;-7.146;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
2042;R531_06;-4.710;-7.873;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
2043;R531_07;-8.768;-10.748;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
2044;R531_08;-5.555;-12.862;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3032;R521_01;13.303;2.306;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
3033;R521_02;13.829;0.412;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
3034;R521_03;13.408;-1.429;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
3035;R521_04;10.383;-0.141;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
3036;R521_05;11.102;2.339;11.000;-0.600;165.000;12.050;50;PLANCHER 05 (+11.00m)
3037;R521_06;9.796;2.716;11.000;-1.100;165.000;11.550;50;PLANCHER 05 (+11.00m)
3038;R521_07;9.032;2.316;11.000;-1.100;165.000;11.550;50;PLANCHER 05 (+11.00m)
3039;R521_08;7.469;2.425;11.000;-1.100;165.000;11.550;50;PLANCHER 05 (+11.00m)
3040;R521_09;7.381;2.542;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3049;R510a_01;1.991;17.927;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3050;R510a_02;-0.143;16.981;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3051;R510a_03;-2.138;17.724;11.000;;80.000;11.800;50;PLANCHER 05 (+11.00m)
3052;R510a_04;-3.455;17.685;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3053;R510a_05;-4.401;16.497;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3054;R510a_06;-6.118;16.799;11.000;;80.000;11.800;50;PLANCHER 05 (+11.00m)
3055;R510a_07;-7.895;16.161;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3056;R510a_08;-8.028;14.940;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3057;R510a_09;-9.926;14.903;11.000;;80.000;11.800;50;PLANCHER 05 (+11.00m)
3058;R510a_10;-10.856;14.287;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3059;R510a_11;-12.198;13.199;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3060;R530b_01;-11.983;11.447;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3061;R530b_02;-12.790;9.898;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3062;R530b_03;-14.414;10.884;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3064;R530a_01;-16.288;-7.680;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3065;R530a_02;-14.487;-7.064;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3066;R530a_03;-14.004;-8.727;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3067;R530a_04;-12.470;-10.793;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3068;R530a_05;-10.394;-12.641;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3069;R530a_06;-7.422;-14.557;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3070;R530a_07;-5.029;-17.054;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3071;R530a_08;-16.530;-3.729;11.000;-1.000;165.000;11.650;50;PLANCHER 05 (+11.00m)
3072;R530a_09;-17.616;-4.130;11.000;-1.000;165.000;11.650;50;PLANCHER 05 (+11.00m)
3073;R530b_04;-15.403;7.114;11.000;-1.000;165.000;11.650;50;PLANCHER 05 (+11.00m)
3074;R530b_05;-16.299;7.612;11.000;-1.000;165.000;11.650;50;PLANCHER 05 (+11.00m)
3104;R510a_12;3.104;16.680;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3105;R510a_13;5.235;16.770;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3106;R510a_14;5.632;14.977;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3107;R510a_15;6.852;15.851;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3108;R510a_16;7.564;14.170;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
3109;R510a_17;9.290;14.775;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4040;R541_01;3.308;6.074;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4041;R548_01;3.119;9.119;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4042;R548_02;3.037;11.144;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4043;R548_03;4.638;8.759;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4044;R548_04;6.304;10.474;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4045;R548_05;5.128;12.614;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4046;R548_06;3.250;13.251;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4047;R548_07;7.872;11.871;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4048;R541_02;4.198;4.804;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4049;R541_03;5.757;6.071;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4050;R541_04;8.133;6.168;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4051;R541_05;10.803;6.246;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4052;R541_06;13.783;5.739;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4053;R541_07;6.509;4.500;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4054;R541_08;7.956;4.533;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4055;R510b_01;16.134;6.237;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4056;R510b_02;14.418;7.332;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4057;R510b_03;12.626;10.242;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4058;R510a_18;10.338;12.329;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4059;R510a_19;11.022;13.360;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4060;R510a_20;11.314;13.148;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4061;R510b_04;12.480;11.832;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4062;R510b_05;14.048;9.897;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4063;R510b_06;15.375;8.017;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4064;R510b_07;17.299;5.100;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4065;R520a_01;16.134;3.736;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4077;R520a_02;17.578;3.357;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4078;R520a_03;16.398;1.960;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4079;R520a_04;17.543;-3.132;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4080;R520a_05;16.537;-0.800;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
