Fichier photo;Nom du Locator;X;Y;Z;% NORD;Plancher
CP1_GRA_TR6_BK_00_K058_20260423_01;K058_01;614.358000;85.543000;-5.350;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K058_20260423_02;K058_02;613.902000;80.453000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K058_20260423_03;K058_03;616.599000;80.149000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K058_20260423_04;K058_04;616.474000;82.362000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K058_20260423_05;K058_05;614.414000;83.980000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_01;K056_01;615.961000;70.240000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_02;K056_02;612.534000;69.969000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_03;K056_03;608.889000;70.346000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_04;K056_04;611.532000;67.332000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_05;K056_05;611.666000;64.794000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_06;K056_06;609.595000;67.349000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_07;K056_07;604.335000;67.249000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_08;K056_08;599.460000;67.216000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_09;K056_09;595.235000;67.299000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_10;K056_10;605.973000;64.770000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_11;K056_11;599.794000;64.709000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_12;K056_12;592.974000;64.801000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_13;K056_13;591.507000;67.914000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_14;K056_14;593.221000;68.349000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_15;K056_15;593.503000;66.375000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_16;K056_16;593.201000;69.820000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_17;K056_17;596.512000;69.782000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_18;K056_18;599.183000;69.732000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_19;K056_19;602.389000;69.765000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_20;K056_20;604.609000;69.765000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_21;K056_21;606.896000;69.965000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_22;K056_22;590.115000;69.752000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_23;K056_23;586.555000;70.010000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_24;K056_24;584.906000;66.495000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_25;K056_25;584.847000;64.528000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_26;K056_26;587.806000;64.846000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_27;K056_27;583.536000;69.613000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_28;K056_28;580.855000;70.248000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_01;K054_01;577.220000;71.341000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_02;K054_02;580.537000;73.069000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_03;K054_03;579.504000;74.439000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_04;K054_04;581.729000;74.518000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_05;K054_05;574.261000;72.930000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_06;K054_06;570.070000;73.267000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_07;K054_07;569.216000;71.817000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_08;K054_08;570.117000;77.553000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_09;K054_09;573.080000;78.119000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_10;K054_10;576.022000;75.156000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_11;K054_11;577.721000;78.010000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_12;K054_12;577.111000;81.366000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_13;K054_13;573.059000;80.494000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_14;K054_14;573.907000;83.184000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_15;K054_15;569.377000;84.960000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_16;K054_16;570.836000;82.433000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_17;K054_17;573.176000;86.569000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_18;K054_18;574.774000;84.386000;-5.250;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_19;K054_19;574.751000;84.489000;-2.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_20;K054_20;577.483000;83.282000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_21;K054_21;579.294000;82.090000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_22;K054_22;580.729000;79.251000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_23;K054_23;581.532000;76.587000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K054_20260423_24;K054_24;579.349000;76.009000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_01;K057_01;582.828000;80.755000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_02;K057_02;584.729000;79.385000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_01;K053_01;583.890000;77.258000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_02;K053_02;583.829000;75.109000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_03;K053_03;583.755000;73.046000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_04;K053_04;586.485000;72.972000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_05;K053_05;586.099000;75.673000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_06;K053_06;588.013000;74.886000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260423_07;K053_07;588.265000;76.919000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_03;K057_03;587.775000;79.392000;-6.700;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_04;K057_04;589.571000;79.792000;-7.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_05;K057_05;591.863000;79.240000;-7.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_29;K056_29;576.272000;67.890000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_30;K056_30;573.271000;69.769000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_31;K056_31;569.935000;69.565000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_32;K056_32;569.513000;67.278000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_33;K056_33;571.916000;64.758000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_34;K056_34;574.990000;65.865000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_35;K056_35;577.511000;64.501000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K056_20260423_36;K056_36;581.328000;64.400000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_01;K055_01;616.061000;73.830000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_02;K055_02;612.961000;73.558000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_03;K055_03;611.753000;72.396000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_04;K055_04;611.625000;74.249000;-5.650;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_05;K055_05;611.849000;76.171000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_06;K055_06;612.571000;77.632000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_07;K055_07;614.813000;77.512000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_08;K055_08;616.631000;77.897000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K055_20260423_09;K055_09;617.292000;75.735000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_06;K057_06;612.085000;80.214000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_07;K057_07;611.133000;83.076000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_08;K057_08;607.654000;84.220000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_09;K057_09;605.217000;87.455000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_10;K057_10;601.183000;83.421000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_11;K057_11;601.771000;80.601000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_12;K057_12;604.992000;80.944000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260423_13;K057_13;608.002000;79.899000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_01;K050_01;608.070000;77.859000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_01;K051_01;602.706000;77.304000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_02;K051_02;602.784000;75.945000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_03;K051_03;599.594000;76.955000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_04;K051_04;600.371000;75.042000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_05;K051_05;598.697000;74.361000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_06;K051_06;597.937000;73.570000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_07;K051_07;598.823000;72.272000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_08;K051_08;602.764000;74.695000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_09;K051_09;602.582000;72.780000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_10;K051_10;602.430000;76.555000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_11;K051_11;599.357000;77.047000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_12;K051_12;597.635000;77.148000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_13;K051_13;601.251000;75.390000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_14;K051_14;598.339000;74.847000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_15;K051_15;597.865000;72.650000;-9.900;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_16;K051_16;599.493000;72.558000;-9.900;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K051_20260609_17;K051_17;600.766000;72.507000;-9.900;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_02;K050_02;604.558000;77.284000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_03;K050_03;605.282000;75.934000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_04;K050_04;605.184000;74.140000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_05;K050_05;605.282000;72.659000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_06;K050_06;606.681000;75.292000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_07;K050_07;609.611000;77.415000;-7.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_08;K050_08;608.821000;75.918000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_09;K050_09;609.364000;74.075000;-7.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_10;K050_10;609.463000;72.594000;-7.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_11;K050_11;608.854000;74.980000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_12;K050_12;608.360000;72.988000;-8.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_13;K050_13;606.912000;72.594000;-9.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_14;K050_14;608.294000;76.510000;-9.300;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_15;K050_15;606.138000;77.399000;-9.900;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_16;K050_16;606.155000;74.733000;-9.900;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K050_20260609_17;K050_17;604.919000;72.860000;-9.900;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_14;K057_14;599.883000;79.342000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_15;K057_15;597.547000;80.784000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_16;K057_16;597.915000;82.401000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_17;K057_17;595.298000;80.956000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_18;K057_18;596.244000;79.118000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_19;K057_19;592.848000;80.311000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057_20260609_20;K057_20;592.862000;78.910000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_08;K053_08;583.606000;72.898000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_09;K053_09;585.546000;72.419000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_10;K053_10;588.501000;72.320000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_11;K053_11;587.739000;74.588000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_12;K053_12;586.138000;74.574000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_13;K053_13;583.864000;74.574000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_14;K053_14;584.768000;76.317000;-9.200;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_15;K053_15;586.864000;76.381000;-9.200;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K053_20260609_16;K053_16;588.526000;76.345000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_01;K052_01;595.215000;76.352000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_02;K052_02;593.343000;72.263000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_03;K052_03;595.933000;72.525000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_04;K052_04;594.953000;74.391000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_05;K052_05;593.266000;74.880000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_06;K052_06;590.854000;73.649000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_07;K052_07;590.683000;77.034000;-8.750;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_08;K052_08;594.748000;73.035000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_09;K052_09;594.221000;75.507000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_10;K052_10;596.049000;76.820000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_11;K052_11;593.374000;72.790000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_12;K052_12;590.437000;76.593000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_13;K052_13;592.882000;76.932000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_14;K052_14;592.142000;74.727000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K052_20260609_15;K052_15;590.357000;73.160000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__21;K057_21;606.257000;82.484000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__22;K057_22;607.254000;82.224000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__23;K057_23;608.627000;81.935000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__24;K057_24;607.615000;81.154000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__25;K057_25;603.323000;81.891000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__26;K057_26;603.959000;84.074000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K057__27;K057_27;604.638000;82.484000;-6.850;50;PLANCHER 00 (-08.50m)
CP1_GRA_TR6_BK_00_K168_20260423_01;K168_01;614.393000;85.573000;-2.850;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K168_20260423_02;K168_02;613.957000;80.407000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K168_20260423_03;K168_03;617.107000;79.873000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K168_20260423_04;K168_04;616.663000;82.242000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_01;K157_01;577.557000;81.271000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_02;K157_02;579.562000;80.284000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_03;K157_03;577.173000;79.495000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_04;K157_04;581.348000;79.993000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_05;K157_05;582.367000;80.051000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_06;K157_06;584.068000;80.182000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_01;K162_01;591.252000;77.099000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_02;K162_02;591.017000;75.581000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_03;K162_03;590.546000;74.011000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_04;K162_04;591.841000;72.232000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_05;K162_05;593.189000;74.613000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_06;K162_06;594.262000;72.546000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_07;K162_07;595.343000;74.434000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_08;K162_08;596.129000;72.584000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K162_20260624_09;K162_09;594.359000;76.678000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_01;K160_01;605.978000;77.946000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_02;K160_02;605.186000;73.451000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_03;K160_03;606.172000;72.520000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_04;K160_04;607.582000;74.856000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_05;K160_05;608.243000;72.641000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_06;K160_06;609.235000;74.641000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_07;K160_07;609.351000;72.658000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K160_20260624_08;K160_08;607.947000;77.191000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_07;K157_07;611.597000;80.518000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_08;K157_08;610.858000;84.873000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_09;K157_09;609.109000;80.414000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_10;K157_10;605.587000;80.576000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_11;K157_11;607.014000;84.360000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_12;K157_12;603.130000;84.905000;-5.400;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_13;K157_13;603.068000;80.580000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_14;K157_14;600.595000;80.368000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_15;K157_15;599.417000;81.875000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_16;K157_16;600.166000;83.076000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_17;K157_17;598.459000;79.641000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_18;K157_18;597.534000;81.456000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_19;K157_19;596.187000;79.791000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_20;K157_20;593.775000;79.832000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_21;K157_21;591.304000;79.443000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_22;K157_22;588.814000;79.436000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260423_23;K157_23;590.002000;79.520000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260609_24;K157_24;585.508000;79.977000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K157_20260609_25;K157_25;587.095000;79.693000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_01;K163_01;584.116000;77.045000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_02;K163_02;584.599000;74.588000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_03;K163_03;583.297000;72.341000;-4.350;50;PLANCHER 00 (-06.00m)
