Fichier photo;Nom du Locator;X;Y;Z;% NORD;Plancher
CP1_GRA_TR6_BK_04_K456_20260422_16;K456_16;610.344000;66.646000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260422_17;K456_17;611.644000;65.072000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_01;W455_01;571.092000;85.928000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_02;W455_02;570.195000;85.434000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_03;W455_03;568.702000;85.537000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_04;W455_04;568.728000;84.732000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_05;W455_05;572.078000;86.888000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_06;W455_06;572.402000;86.018000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_07;W455_07;573.519000;86.265000;11.200;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_08;W455_08;574.688000;85.070000;11.200;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_09;W455_09;574.337000;83.512000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K458_20260422_06;K458_06;615.263000;85.549000;13.350;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K458_20260422_07;K458_07;613.398000;85.549000;13.350;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W251_20260423_01;W251_01;587.380000;71.973000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_18;K456_18;615.640000;77.896000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_19;K456_19;615.271000;76.036000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_20;K456_20;615.285000;73.839000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_21;K456_21;617.173000;75.121000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_22;K456_22;616.651000;72.374000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_23;K456_23;614.468000;72.585000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_24;K456_24;615.877000;70.373000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_25;K456_25;613.820000;71.204000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_26;K456_26;604.420000;71.126000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_27;K456_27;606.436000;71.082000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_K456_20260609_28;K456_28;608.022000;71.389000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_10;W455_10;577.565000;81.561000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_11;W455_11;577.698000;78.985000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_12;W455_12;579.212000;80.419000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_13;W455_13;580.487000;80.392000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_14;W455_14;583.169000;80.180000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_15;W455_15;585.713000;79.712000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_16;W455_16;587.801000;79.556000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_17;W455_17;588.035000;78.787000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_18;W455_18;582.137000;78.672000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_19;W455_19;575.210000;80.104000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_20;W455_20;573.173000;81.611000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_04_W455_20260616_21;W455_21;573.167000;83.163000;11.650;50;PLANCHER 04 (+10.00m)
CP1_GRA_TR6_BK_05_W455_20260616_01;W455_01;587.957000;78.659000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_01;W555_01;587.967000;79.625000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_02;W555_02;582.817000;80.225000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_03;W555_03;579.618000;79.437000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_04;W555_04;577.742000;80.904000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_05;W555_05;576.671000;83.800000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_06;W555_06;573.547000;84.421000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_07;W555_07;569.273000;85.251000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_08;W555_08;571.055000;85.819000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_09;W555_09;572.230000;86.933000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_10;W555_10;575.341000;80.178000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_11;W555_11;575.052000;78.774000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_12;W555_12;568.837000;83.347000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260422_01;K558_01;613.623000;82.294000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260422_02;K558_02;615.054000;80.798000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260422_03;K558_03;617.444000;80.749000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260422_04;K558_04;617.493000;82.603000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260422_05;K558_05;615.135000;82.944000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260422_06;K558_06;614.436000;85.562000;17.600;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_01;K562_01;613.869000;78.823000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_02;K562_02;612.766000;77.569000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_03;K562_03;610.487000;77.769000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_04;K562_04;608.696000;77.769000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K563_20260422_01;K563_01;609.366000;76.156000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_05;K562_05;606.372000;77.826000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_06;K562_06;603.795000;77.488000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_07;K562_07;603.742000;75.848000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_08;K562_08;603.789000;74.260000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K562_20260422_09;K562_09;614.894000;77.600000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K564_20260422_01;K564_01;616.720000;77.779000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_01;K556_01;616.782000;75.685000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_02;K556_02;612.849000;75.048000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_03;K556_03;610.442000;72.553000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_04;K556_04;612.878000;71.224000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_05;K556_05;616.939000;70.501000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_06;K556_06;616.842000;73.342000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_01;K560_01;607.940000;76.060000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_02;K560_02;607.908000;74.286000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_03;K560_03;606.486000;74.370000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_04;K560_04;604.915000;74.342000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_05;K560_05;607.908000;72.612000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_06;K560_06;603.943000;72.699000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K560_20260423_07;K560_07;605.142000;70.748000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_07;K556_07;609.723000;73.588000;17.450;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_08;K556_08;609.434000;73.781000;19.450;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K556_20260423_09;K556_09;611.688000;70.929000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_01;K551_01;611.237000;68.535000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_02;K551_02;609.249000;68.546000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_03;K551_03;608.933000;64.921000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_04;K551_04;611.643000;65.091000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_05;K551_05;611.519000;65.588000;17.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_06;K551_06;611.733000;68.399000;17.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_07;K551_07;608.888000;68.207000;17.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K551_20260423_08;K551_08;608.888000;65.373000;17.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K561_20260423_01;K561_01;609.435000;71.070000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K563_20260423_02;K563_02;609.729000;75.660000;17.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K563_20260423_03;K563_03;609.903000;75.616000;19.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260423_07;K558_07;594.642000;95.035000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260423_08;K558_08;594.927000;92.806000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260423_09;K558_09;598.425000;92.843000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260423_10;K558_10;598.402000;94.885000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_K558_20260423_11;K558_11;595.475000;98.084000;17.600;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W251_20260423_01;W251_01;587.393000;76.961000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_13;W555_13;573.182000;82.086000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_14;W555_14;570.952000;81.865000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_15;W555_15;569.085000;81.817000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_16;W555_16;568.896000;80.235000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_17;W555_17;569.133000;78.638000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_18;W555_18;572.360000;78.891000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_19;W555_19;573.942000;79.322000;15.900;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_20;W555_20;576.158000;82.509000;19.500;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_05_W555_20260616_21;W555_21;577.130000;81.535000;19.500;50;PLANCHER 05 (+14.25m)
CP1_GRA_TR6_BK_07_K756_20260610_01;K756_01;613.844000;78.437000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_02;K756_02;616.940000;76.881000;21.200;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_03;K756_03;616.458000;77.970000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_04;K756_04;616.893000;74.873000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_05;K756_05;616.442000;71.652000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_06;K756_06;617.267000;69.878000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_07;K756_07;617.376000;67.295000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_08;K756_08;617.376000;64.277000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_09;K756_09;614.217000;64.152000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_10;K756_10;612.319000;63.965000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_11;K756_11;610.420000;63.950000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_12;K756_12;607.479000;64.214000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_13;K756_13;607.510000;66.580000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_14;K756_14;607.604000;69.100000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_15;K756_15;605.985000;64.059000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_16;K756_16;602.468000;64.439000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_17;K756_17;599.993000;64.326000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_18;K756_18;598.795000;64.498000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_19;K756_19;597.908000;64.482000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_20;K756_20;595.588000;64.718000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_21;K756_21;595.051000;64.216000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_22;K756_22;592.732000;64.165000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_23;K756_23;590.031000;64.476000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_24;K756_24;589.957000;66.010000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_25;K756_25;589.928000;67.755000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_26;K756_26;589.978000;70.073000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_27;K756_27;589.957000;72.745000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_28;K756_28;589.837000;75.576000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_29;K756_29;589.910000;78.222000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_30;K756_30;591.250000;78.057000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_31;K756_31;592.872000;78.010000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_32;K756_32;594.705000;77.987000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_33;K756_33;596.280000;77.940000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_34;K756_34;597.657000;77.830000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_35;K756_35;599.438000;77.846000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_36;K756_36;600.811000;77.813000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_37;K756_37;601.948000;77.897000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_38;K756_38;603.474000;77.592000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_39;K756_39;604.322000;73.946000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_40;K756_40;602.643000;73.658000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_41;K756_41;604.508000;69.486000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_42;K756_42;608.460000;72.708000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_43;K756_43;610.953000;71.334000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_44;K756_44;614.718000;70.910000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_45;K756_45;611.207000;75.744000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_46;K756_46;609.511000;75.778000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_47;K756_47;610.325000;77.355000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_48;K756_48;606.510000;77.219000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_49;K756_49;613.536000;74.230000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_50;K756_50;608.660000;77.439000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K756_20260610_51;K756_51;593.900000;64.220000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K758_20260423_01;K758_01;613.608000;82.671000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K758_20260423_02;K758_02;614.088000;80.603000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K758_20260423_03;K758_03;617.630000;82.423000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K758_20260423_04;K758_04;615.785000;81.210000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_K758_20260423_05;K758_05;617.506000;80.355000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_KXXX_20260423_01;KXXX_01;587.648000;78.420000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_KXXX_20260423_02;KXXX_02;586.217000;78.533000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_W251_20260423_01;W251_01;587.830000;76.984000;21.650;50;PLANCHER 07 (+20.00m)
CP1_GRA_TR6_BK_07_W251_20260423_02;W251_02;587.482000;72.110000;17.750;50;PLANCHER 07 (+20.00m)
